번호,제목,내용,지역,지원분야대,사업번호,지원기간,지원대상,업종,조회수,활성화,등록일자,접수기관_담당부서,기업형태,접수기관명,접수팀,접수기관_전화번호,접수기관_홈페이지URL,접수기관_담당자명,접수기관_담당자e-mail
1179,[광주ㆍ전남] 2020년 SW융합클러스터 R&D 지원사업 신규과제 모집 공고,"광주ㆍ전남 SW 및 ICT관련 기업을 대상으로 신산업 창출 및 기업경쟁력 강화를 위해 에너지신산업 및 지역전략산업 분야를 기반으로 SW융합분야의 신기술ㆍ신제품 개발, 사업화를 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 광주ㆍ전남 SW 및 ICT관련 기업, 지역연구소(기관), 대학 등<br />&nbsp;<br />☞ 총 사업비의 75%까지 기술개발 자금(분야별 130백만원 ~ 165백만원 이내) 지원",광주@전남,기술@경영@기술@혼합(단독+공동)@디자인/상품화/사업화@기술사업화/이전/지도,PBLN_000000000050116,20200217 ~ 20200316,중소기업,"제조업(10~34)@정보통신업(58~63)@전문, 과학 및 기술 서비스업(70~73)",61,0,2020-02-19 14:14,광주광역시,중소기업,광주정보문화산업진흥원,SW클러스터팀,062-610-3826,http://www.gitct.kr/,강익선,kis@gitct.or.kr
1180,[울산] 2020년 상반기 중소기업 해외홍보 지원사업 신청 공고,"울산광역시 소재 중소기업의 해외 마케팅 인프라 구축을 위해 외국어 카탈로그/홈페이지 제작, 해외 역직구 사이트 등록 등을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 울산 소재 중소기업<br />&nbsp;<br />☞ 최대 400만원 한도내 지원",울산,수출@내수@시장개척@홍보지원,PBLN_000000000050144,20200217 ~ 20200313,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",132,0,2020-02-19 14:13,울산광역시,중소기업,한국무역협회울산지역본부,사업담당부서,052-287-3061,http://www.kita.net/,박경민,NULL
1181,[경기] 김포시 2020년 중소기업 무역보험료 지원사업 참여기업 모집 공고,"<p style=""margin: 0px"">경기도 김포 지역 중소기업이 안심하고 해외수출시장을 개척 할 수 있도록 무역 보험료를 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px""><br />☞ 경기도 김포시 관내 중소기업</p>
<p style=""margin: 0px""><br />☞ 업체당 최대 1,000천원 지원</p>",경기,금융@수출@보험@시장개척,PBLN_000000000050099,예산 소진시까지,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@도매 및 소매업(45~47)",96,1,2020-02-19 14:13,경기도,중소기업,한국무역보험공사경기지사,경기북부지역본부,031-932-3504,https://www.ksure.or.kr/,오가은,NULL
1182,[충남] 2020년 스타기업 육성사업 모집 공고,"충남&nbsp;소재 성장잠재력이 높고 일자리 및 부가가치 창출 등 지역사회공헌이 우수한 중소기업을 '스타기업'으로 지정하여 컨설팅, 수출 상담회, 네트워크&nbsp;활성화 프로그램 등을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞  충남 지역에 본사 또는 주사업장 소재한 중소기업<br />&nbsp;<br />☞ 컨설팅, 상용화 R&amp;D, 수출 상담회, 네트워크 활성화 프로그램 등 지원",충남,경영@기술@수출@디자인/상품화/사업화@기술사업화/이전/지도@해외진출,PBLN_000000000050139,20200211 ~ 20200320,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",157,1,2020-02-19 14:13,충청남도,중소기업,충남테크노파크,기업지원단 스타기업육성팀,041-589-0640,http://www.ctp.or.kr/,방태선,tsbang@ctp.or.kr
1183,[충북] 2020년 청년일자리 우수기업 지원사업 모집 공고,충청북도내 청년일자리 창출 실적이 우수한 중소기업을 선발하여 지역 청년일자리 창출 및 촉진에 기여하기 위해 고용환경개선 자금을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 충북도내 청년 일자리 창출 실적이 우수한 중소기업<br />&nbsp;<br />☞ 기업별 최대 3천만원 /&nbsp;1천만원&nbsp;지원,충북,인력@고용환경개선,PBLN_000000000050141,20200217 ~ 20200331,중소기업,제조업(10~34),122,1,2020-02-19 14:13,충청북도,중소기업,충청북도기업진흥원,청년고용지원팀,043-230-9786,http://www.cba.ne.kr,사업담당자,NULL
1184,[대전] 2020년 SW융합클러스터사업 국내외 시장진출 지원사업 참가기업 모집 공고,"대전 ICT/SW융합 혁신제품의 성공적인 국내외 시장진출 및 확대를 위한 마케팅 역량 강화를 위해 제품ㆍ기술 홍보물 제작, 전략수립ㆍ컨설팅, 홍보물 제작 등을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 대전 국방 및 ICT분야 제품ㆍ기술 보유기업<br />&nbsp;<br />☞ 디자인 개발(9백만원 이내), 제품ㆍ기술 홍보물(브로셔, 동영상 등) 제작(5백만원 이내) 등&nbsp;지원",대전,수출@경영@내수@해외진출@디자인/상품화/사업화@홍보지원,PBLN_000000000050172,20200316 ~ 20200320,중소기업,정보통신업(58~63),70,1,2020-02-19 14:13,대전광역시,중소기업,대전정보문화산업진흥원,ICT융합사업단 SMART융합산업팀,042-042-479-4135,http://dicia.or.kr/,조경준,chojzun@dicia.or.kr
1185,[경남] 2020년 코로나19 확산 피해 관련 경상남도 중소기업육성자금 긴급 지원계획 공고,"<p style=""margin: 0px"">경남도 내 코로나19 확산으로 인한 피해를 입은 중소기업을 대상으로 긴급 경영안정자금 및 대출만기(거치기간) 연장, 원금 상환 1년 유예를 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px"">&nbsp;<br />☞ 경상삼도 내 코로나19 확산으로 인한 피해를 입은 기업</p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞ 긴급 경영안정자금, 이차보전 지원기간(최대1년) 연장 지원</p>",경남,금융@융자,PBLN_000000000050145,사업별 상이,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",231,1,2020-02-19 14:13,경상남도,중소기업,경남신용보증재단,사업담당부서,055-715-5144,https://gnsinbo.or.kr/,사업담당자,NULL
1186,[전북] 바이오융합소재 상용화 지원사업(비R&D) 지원계획 공고,"전북 소재 바이오융합소재 관련기업이 보유하고 있는 제품ㆍ기술에서 발생하는 애로기술을 해결하고, 제품의 완성도 제고를 통한 상용화 촉진을 위하여 시제품 제작, 기능성 검증, 인증ㆍ인허가 등을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 전북도에 소재하고 있는 중소ㆍ벤처기업<br />&nbsp;<br />☞ 시제품 제작, 기능성 검증(시험평가, in vivo/vitro 테스트 지원), 인증ㆍ인허가 등 지원",전북,기술@경영@기술@기술사업화/이전/지도@디자인/상품화/사업화@시험/인증,PBLN_000000000050177,20200217 ~ 20200316,중소기업,"전문, 과학 및 기술 서비스업(70~73)",63,0,2020-02-19 14:13,전라북도,중소기업,전북테크노파크,전북과학기술진흥센터 미래기획팀,063-219-2285,https://www.jbtp.or.kr/,김우락,woolak@jbtp.or.kr
1187,[전북] 바이오융합소재 상용화 지원사업(R&D) 지원계획 공고,"전라북도 바이오융합소재를 활용한 상생협력생태계를 조성하고 바이오융합소재산업을 활성화하기 위해 인체친화적 제품 개발ㆍ생산에 필요한 핵심기술 개발을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 전라북도내에 소재한 중소기업(법인 및 개인사업자)<br />&nbsp;<br />☞ 시장선도R&amp;D(2억원이내/건), 상용화R&amp;D(1억원이내/건) 지원",전북,기술@기술@공동기술개발@기술사업화/이전/지도,PBLN_000000000050175,20200217 ~ 20200316,중소기업,"전문, 과학 및 기술 서비스업(70~73)",65,0,2020-02-19 14:13,전라북도,중소기업,전북테크노파크,미래기획팀,063-219-2285,https://www.jbtp.or.kr/,김우락,woolak@jbtp.or.kr
1188,[전남] 국방기술품질원 전남국방벤처센터 협약기업 모집공고,"전남도내 국방분야 관련 중소ㆍ벤처기업을 대상으로 전남국방벤처센터 협약기업을 모집하여 국방분야 기술개발 및 중소기업 육성을 위해 군 사업화과제 발굴, 기술개발, 국방관련 기술자료 제공 등을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 전라남도에 소재하고 기술성, 사업성이 우수한 군납참여 희망 중소ㆍ벤처기업<br />&nbsp;<br />☞ 군 사업화과제 발굴 및 기술개발, 전문화된 종합 기술ㆍ경영, 국방 관련 기술자료 및 정보제공",전남,경영@경영@디자인/상품화/사업화@컨설팅,PBLN_000000000050168,20200217 ~ 20200313,창업벤처,제조업(10~34)@정보통신업(58~63),214,0,2020-02-18 17:23,전라남도,중소기업,국방기술품질원,전남국방벤처센터 운영실,061-727-6708,http://www.dtaq.re.kr/,사업담당자,jndvc@dtaq.re.kr
1189,[경기] 규제샌드박스 승인기업 지원사업 모집 공고(임시허가 부문 2차),"경기도내 기업의 혁신성장을 도모하고 규제샌드박스 승인기업의 원활한 사업수행을 위하여 책임보험료를 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 경기도 소재 중소기업 중 규제샌드박스(실증특례, 혁신금융) 승인을 받은 기업<br />&nbsp;<br />☞ 책임보험료(최대 1천만원 이내) 지원",경기,기술@금융@시험/인증@보험,PBLN_000000000050142,상시 모집,중소기업,"숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)@농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)",91,1,2020-02-18 17:10,경기도,중소기업,경기대진테크노파크,기업지원팀,031-539-5040,http://gdtp.or.kr,이아름,business@gdtp.or.kr
1190,[충북] 2020년 수출기업 해외지식재산권 획득 지원사업 공고,"충북 도내 중소ㆍ중견기업의 안정적인 해외 마케팅 활동 및 수출 경쟁력 제고를 통한 수출증진 도모하기 위해 해외 출원전략 컨설팅, 해외 특허ㆍ실용신안ㆍ디자인 출원/등록 소요비용 일부를 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 충북소재 중소기업 및 중견기업<br />&nbsp;<br />☞ 전문 컨설턴트 컨설팅 및&nbsp;해외 특허, 실용신안, 상표 및 디자인 출원/등록에 소요되는 비용 일부 지원",충북,기술@수출@창업@시험/인증@해외진출@사업화지원,PBLN_000000000050163,예산 소진시까지,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",201,1,2020-02-18 17:09,충청북도,중소기업@중견기업,청주상공회의소,충북지식재산센터,043-229-2733,http://cheongjucci.korcham.net/,김여상,NULL
1191,"[대구] 2020년 특화형 포스트 스타트업 맞춤형 일자리창출사업(제품, 브랜드ㆍ패키지)디자인개발지원 과제모집 공고","대구 지역 기업의 지속가능한 일자리를 창출하기 위해&nbsp;브랜드/패키지개발 및 제품디자인 개발 등을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 연내 고용창출이 가능한 대구 소재 기업<br />&nbsp;<br />☞ 기업당 브랜드/패키지 개발(최대 2,200만원), 제품디자인 개발(최대 2,850만원) 지원",대구,경영@기술@창업@디자인/상품화/사업화@시험/인증@사업화지원,PBLN_000000000050167,20200318 ~ 20200319,중소기업,"제조업(10~34)@정보통신업(58~63)@전문, 과학 및 기술 서비스업(70~73)@예술, 스포츠 및 여가관련 서비스업(90~91)",746,1,2020-02-18 17:06,대구광역시,창업기업@중소기업,대구경북디자인센터,디자인융합팀,053-740-0045,http://www.dgdc.or.kr,사업담당자,lily7838832@dgdc.or.kr
1192,[광주ㆍ전남] 2020년 ICT 융합형 제조서비스 시제품 생산 지원사업 참가기업 모집 공고,"<p style=""margin: 0px"">광주ㆍ전남&nbsp;지역&nbsp;중소ㆍ벤처기업을 대상으로 FaaS 시스템(개방형 제조서비스)을 활용하여 시제품 생산을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 광주ㆍ전남 지역 3D프린팅을 활용하여 시제품을 만들고자 하는 중소ㆍ벤처기업<br />&nbsp;<br />☞ FaaS 시스템을 활용한 시제품 생산 지원</p>",광주@전남,경영@디자인/상품화/사업화,PBLN_000000000050132,상시 접수,중소기업,제조업(10~34),394,1,2020-02-18 17:00,광주광역시,중소기업,광주정보문화산업진흥원,광주3D프린팅센터 운영사무실,062-610-2493,http://www.gitct.kr,이승준,dltmdwns156@gitct.or.kr
